item_id,item_name,manufacturer_id,manufacturer_name,city_id,city_name,category,date,qty_sold,mrp
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,5,Hyderabad,Toys & Games,2026-01-04,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,5,Hyderabad,Toys & Games,2025-09-08,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,1,Bengaluru,Toys & Games,2026-01-11,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,10,Ghaziabad,Toys & Games,2025-08-08,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,18,Surat,Toys & Games,2025-08-25,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,9,Gurgaon,Toys & Games,2025-04-26,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,3,Pune,Toys & Games,2025-04-26,2.0,2998.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,7,Delhi,Toys & Games,2025-10-28,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,2,Mumbai,Toys & Games,2025-12-02,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,7,Delhi,Toys & Games,2025-08-04,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,2,Mumbai,Toys & Games,2025-10-19,3.0,4497.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,15,Kolkata,Toys & Games,2025-10-13,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,2,Mumbai,Toys & Games,2026-01-29,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,1,Bengaluru,Toys & Games,2026-01-18,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,7,Delhi,Toys & Games,2025-08-21,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,15,Kolkata,Toys & Games,2025-09-07,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,7,Delhi,Toys & Games,2025-10-09,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,3,Pune,Toys & Games,2025-08-19,3.0,4497.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,9,Gurgaon,Toys & Games,2025-06-17,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,2,Mumbai,Toys & Games,2025-08-26,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,1,Bengaluru,Toys & Games,2025-10-29,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,1,Bengaluru,Toys & Games,2025-04-07,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,10,Ghaziabad,Toys & Games,2025-04-07,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,5,Hyderabad,Toys & Games,2025-09-02,2.0,2998.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,5,Hyderabad,Toys & Games,2025-05-24,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,1,Bengaluru,Toys & Games,2025-05-10,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,3,Pune,Toys & Games,2025-08-01,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,5,Hyderabad,Toys & Games,2025-07-28,2.0,2998.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,7,Delhi,Toys & Games,2025-08-28,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,9,Gurgaon,Toys & Games,2025-05-01,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,37,Faridabad,Toys & Games,2025-12-14,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,1,Bengaluru,Toys & Games,2025-09-30,3.0,4497.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,64,Agra,Toys & Games,2026-01-21,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,7,Delhi,Toys & Games,2026-01-21,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,3,Pune,Toys & Games,2025-08-07,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,238,Goa,Toys & Games,2025-10-10,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,7,Delhi,Toys & Games,2025-06-21,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,9,Gurgaon,Toys & Games,2025-08-07,2.0,2998.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,1,Bengaluru,Toys & Games,2025-06-09,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,10,Ghaziabad,Toys & Games,2025-06-26,2.0,2998.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,2,Mumbai,Toys & Games,2026-02-03,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,1,Bengaluru,Toys & Games,2025-07-15,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,9,Gurgaon,Toys & Games,2025-07-15,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,10,Ghaziabad,Toys & Games,2025-07-19,2.0,2998.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,10,Ghaziabad,Toys & Games,2025-08-14,3.0,4497.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,6,Ahmedabad,Toys & Games,2025-06-08,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,7,Delhi,Toys & Games,2025-08-02,2.0,2998.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,2,Mumbai,Toys & Games,2025-09-26,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,3,Pune,Toys & Games,2025-09-24,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,183,Aligarh,Toys & Games,2025-10-24,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,2,Mumbai,Toys & Games,2025-11-15,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,2,Mumbai,Toys & Games,2025-12-26,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,1,Bengaluru,Toys & Games,2025-04-18,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,3,Pune,Toys & Games,2025-11-03,2.0,2998.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,10,Ghaziabad,Toys & Games,2025-09-25,2.0,2998.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,114,Manipal,Toys & Games,2025-07-30,1.0,1499.0
10170704,Clapstore Toys Spark Switch Montessori Busy Board Game 1 pc,4948,Clapstore Private Limited,5,Hyderabad,Toys & Games,2025-12-16,2.0,2998.0
