settlement-id	settlement-start-date	settlement-end-date	deposit-date	total-amount	currency	transaction-type	order-id	merchant-order-id	adjustment-id	shipment-id	marketplace-name	amount-type	amount-description	amount	fulfillment-id	posted-date	posted-date-time	order-item-code	merchant-order-item-id	merchant-adjustment-item-id	sku	quantity-purchased	promotion-id
25444408682	25.08.2025 02:09:40 UTC	01.09.2025 02:09:40 UTC	03.09.2025 02:09:40 UTC	387741.63	INR																		
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemPrice	Principal	887.50	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemPrice	Product Tax	106.50	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemTCS	TCS-IGST	-4.44	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemTDS	TDS (Section 194-O)	-0.89	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemFees	FBA Pick & Pack Fee	-17.00	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemFees	FBA Pick & Pack Fee CGST	-1.53	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemFees	FBA Pick & Pack Fee SGST	-1.53	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemFees	FBA Weight Handling Fee	-43.00	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemFees	FBA Weight Handling Fee CGST	-3.87	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemFees	FBA Weight Handling Fee SGST	-3.87	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemFees	Commission	-94.43	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemFees	Commission IGST	-17.00	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemFees	Fixed closing fee	-25.00	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	171-1652476-0742763	171-1652476-0742763		UCsm1DjLC	Amazon.in	ItemFees	Fixed closing fee IGST	-4.50	AFN	25.08.2025	25.08.2025 09:31:53 UTC	53239784403242			PortablebusyboardV1.5	1	
25444408682						Order	406-6498256-5029155	406-6498256-5029155		UVyM9LjGC	Amazon.in	ItemPrice	Principal	418.75	AFN	25.08.2025	25.08.2025 04:21:49 UTC	53236345758962			PortablebusyboardV7	1	
25444408682						Order	406-6498256-5029155	406-6498256-5029155		UVyM9LjGC	Amazon.in	ItemPrice	Product Tax	50.25	AFN	25.08.2025	25.08.2025 04:21:49 UTC	53236345758962			PortablebusyboardV7	1	
